round,loss,hier_loss,table_loss,row_loss,cell_loss,hard_loss,table_valid,row_valid,cell_valid,hard_hits,grad_norm_table,grad_norm_row,grad_norm_cell,grad_norm_hard,fp16_overflow_skips,seconds,peak_gpu_mib,round_communication_bytes
1,2.402628197669983,2.369264850616455,2.5164998626708983,2.3536107969284057,2.3197632122039793,0.16681668996810914,600,500,500,600,0.07552859633026955,0.0483273698169125,0.03686652698489821,0.06023675759777069,0,11.339761851006187,4739.39306640625,2359296
