round,loss,hier_loss,table_loss,row_loss,cell_loss,hard_loss,table_valid,row_valid,cell_valid,hard_hits,grad_norm_table,grad_norm_row,grad_norm_cell,grad_norm_hard,fp16_overflow_skips,seconds,peak_gpu_mib,round_communication_bytes
1,0.5089071710824966,0.47973669039011,0.5880795157909393,0.4097358760356903,0.44668612031936644,0.14585240074396133,1250,1019,1019,1250,0.06323888366495514,0.05807205137109588,0.03866972789308499,0.16661388622774959,0,84.49115905701183,2270.30517578125,2359296
